item,class,prediction0,prediction1,direct_prob_0
368,0,2.4249213, -2.39013,0.9976604598378099
369,0,2.2438893, -1.9604483,0.9913651407640369
370,0,2.3849738, -2.520561,0.9980191369336155
371,0,2.3531053, -2.3434212,0.996888064758286
372,1,-0.40977633, 1.9088597,0.19287005012068723
373,0,2.3457515, -2.220942,0.995610934025422
374,0,3.3009984, -2.4253333,0.9982946519956177
375,0,2.1877985, -2.4238913,0.9959732577768579
376,0,3.3748078, -2.777281,0.9981906852568705
377,0,2.880281, -2.5487335,0.9985314397399836
378,0,-0.09322463, 0.41873446,0.4168378868562696
379,0,2.639969, -2.4046426,0.9983349925635612
380,0,2.8812246, -2.8955224,0.9984227583079318
381,0,2.7084794, -2.2533815,0.9981459972544227
382,0,2.8627226, -2.7168934,0.9985086570699606
383,0,3.1376364, -2.793972,0.9983101472425446
384,1,-1.5515234, 2.9221807,0.1172839737525899
385,0,1.7740699, -1.7845914,0.9895524704722969
386,0,0.09731816, 0.3370025,0.555096297590487
387,0,2.094859, -2.9259644,0.9980220128003329
388,0,0.18948166, -0.0793429,0.7858253400532362
389,0,2.548065, -2.4699278,0.9982988234339893
390,0,2.1905916, -2.02273,0.9913675909510927
391,0,2.7100942, -2.960968,0.9984877141717512
392,0,2.8788805, -2.6422281,0.9985209452295124
393,0,2.3174968, -1.7270797,0.9904788911230193
394,0,0.8745105, -0.45782113,0.8958388262889838
395,0,1.5749519, -1.3495934,0.983938986655765
396,0,1.286026, -1.2423928,0.9738050528654207
397,0,2.127005, -2.1852562,0.9922068980245012
398,0,2.5644107, -1.8927279,0.9943942130944753
399,0,1.3782979, -1.2682482,0.9771788432960825
400,0,2.623234, -1.899752,0.9951655513811902
401,0,2.8701923, -2.513263,0.9985321623663298
402,0,1.972383, -2.1831675,0.9906498697819291
403,0,3.6352282, -3.4743538,0.9963831695904026
404,1,-0.9168958, 0.70318615,0.33073388526157343
405,0,1.486714, -1.6622528,0.9876447669117657
406,0,2.502079, -2.6188495,0.9984406571552847
407,0,2.6004667, -2.0558195,0.9965599954917019
408,0,1.3156536, -0.7632061,0.9647712693849353
409,0,2.7096236, -2.2970345,0.9982498355953888
410,0,-2.747369, 4.345723,0.11462389542142132
411,0,1.7294774, -0.70954955,0.9708285293994683
412,1,-1.6383864, 1.8871832,0.17907827747829755
413,0,3.3872356, -3.1113129,0.9979207539676292
414,0,3.4124057, -4.093008,0.9957533555233405
415,0,2.7953706, -1.8952057,0.9966275632712636
416,0,0.5662067, -0.7929578,0.9146572123351154
417,0,1.1925318, -0.84168994,0.9629191611155535
418,0,2.6559558, -1.2870445,0.9884236873315213
419,0,2.3802257, -1.9642671,0.9929153609087458
420,0,-0.12868902, 0.40526864,0.4126733653958367
421,0,3.15502, -2.645666,0.9983560700901365
422,0,2.4969418, -2.7390008,0.9985192997540148
423,0,1.6907874, -2.2036881,0.9896624241537552
424,0,0.77032834, -0.25444636,0.8352987873436842
425,0,1.8297081, -1.808046,0.9896180994945695
426,0,2.1548622, -1.410316,0.9893056567946495
427,0,1.9700162, -2.0668871,0.9901326455768166
428,0,3.358051, -2.9986434,0.9980727396691415
429,1,-1.3304377, 1.8387586,0.18172162431025907
430,0,0.14559492, 0.5290497,0.43127922324266527
431,0,2.0968628, -2.5149734,0.9958399528185929
432,0,3.2129343, -3.4223857,0.9976434378962926
433,0,2.0312152, -1.7910807,0.9897976405938715
434,0,2.9775958, -3.3339036,0.9980497438701051
435,0,1.598894, -2.1619847,0.9895489061279609
436,0,1.6834579, -1.3938928,0.9864788966913178
437,0,2.3974135, -1.5638443,0.9901475311685503
438,0,2.9864173, -2.2573998,0.9984285497583444
439,0,3.1286871, -3.0231164,0.998208929638564
440,1,0.91035455, -0.55810344,0.9227304163328645
441,0,2.2246623, -2.6175961,0.9977193166003784
442,1,-0.61207306, 1.5842365,0.20935304989169026
443,1,-2.166792, 3.7513938,0.11487612639770507
444,0,1.818333, -2.1480567,0.9898327450483422
445,0,-0.4970182, 1.4434724,0.2566615661638754
446,0,2.5034294, -2.6398988,0.9984614211864014
447,0,2.417127, -2.861403,0.9985185630745124
448,0,1.8014421, -1.7030258,0.9894707844337788
449,0,2.7889569, -2.8508518,0.9984968504774808
450,0,0.3596026, -0.44755054,0.818799236661728
451,1,-0.86425036, 0.97199786,0.31448924885028945
452,0,2.9736073, -3.3933372,0.9979779443422718
453,0,2.4870007, -1.3275617,0.989323184153319
454,0,2.1350856, -2.062164,0.9911654089548044
455,0,1.4415412, -1.06909,0.9735271067770708
456,0,3.1508005, -2.77855,0.9983089794192478
457,0,2.831869, -1.9633484,0.99732972975209
458,0,0.8416898, -1.2755446,0.9619226074823443
459,0,2.411821, -2.7895489,0.998489960152583
460,1,-1.9432955, 2.9893665,0.11526263526676636
461,0,2.6774104, -2.9464154,0.9985081978683609
462,0,3.3306308, -2.2086556,0.9981114153826312
463,1,-1.0454065, 1.3933755,0.2003831087835452
464,0,2.5511754, -2.3016975,0.9978269823249064
465,0,2.976185, -2.539076,0.9984973499192128
466,0,2.811185, -3.0507143,0.9983811857349961
467,0,-1.6831388, 2.0070133,0.17656745205045385
468,0,1.7532974, -1.8787727,0.9896108528284169
469,0,1.2499782, -1.2355961,0.9725506044151057
470,0,2.7543318, -3.2130497,0.998287210500664
471,0,0.33494085, 0.8521445,0.3647303869165076
472,0,0.5221524, -0.39356792,0.8271465198118685
473,1,0.1730081, 0.03606749,0.764461685570125
474,0,3.3094301, -2.871368,0.9981868104324907
475,0,3.942035, -2.9483774,0.996627889428081
476,0,3.4193711, -3.762329,0.9962160031516606
477,0,1.5552363, -1.7972647,0.9890800023958907
478,0,4.096657, -3.5537443,0.9957147224525315
479,0,3.149021, -2.6618917,0.9983541605016403
480,0,1.9239978, -1.9238459,0.9897667931277159
481,0,1.3858601, -1.1554385,0.9743459349429067
482,0,3.0695896, -2.4086854,0.9984616113961664
483,1,-1.3852736, 1.8170536,0.18156168004621315
484,1,-2.3798082, 2.8502755,0.11504968138775497
485,0,1.6197624, -1.9309552,0.9895253225802125
486,0,2.9344628, -2.849786,0.9984109226610803
487,1,-0.04119655, 0.31788796,0.5032808293366318
488,0,3.2706702, -2.660754,0.998284825528801
489,0,2.1583846, -1.0334032,0.9837360874820994
490,0,2.0189936, -2.092468,0.9904812959936046
491,0,0.7874202, -0.8516693,0.9451707766472265
492,0,1.6795099, -2.3347754,0.9898232335105441
493,0,1.4712723, -1.6451168,0.9872684867359649
494,0,2.3165534, -1.9587183,0.9920866192324572
495,1,-0.38878596, 1.0281591,0.3318903686150627
496,0,2.232272, -1.7029451,0.9900683863374233
497,0,2.168307, -2.3118515,0.994357014531346
498,0,0.971898, -0.4691438,0.9151742422008815
499,0,2.7016997, -3.0069525,0.9984686449216795
500,0,2.5467353, -2.2520561,0.997573817275594
501,0,2.093603, -1.6068089,0.9896597745220792
502,0,0.19425727, -0.651066,0.8263711515606604
503,0,1.9757335, -1.4692714,0.9891546158375072
504,0,1.930506, -1.3932657,0.988522377349801
505,0,2.9573648, -2.482988,0.9985103626233511
506,0,3.3729022, -3.8054137,0.9961965347904748
507,0,1.4449372, -2.0618567,0.989287572912965
508,1,-0.92329085, 1.3437585,0.21926840261427086
509,0,1.7640882, -1.6555126,0.9892868705519159
510,0,3.1728938, -2.877999,0.9982560513701242
511,1,-1.2864808, 0.04704944,0.33450407531642884
512,0,2.1400046, -2.4763842,0.9959594696114623
513,0,3.306382, -2.907304,0.9981704712204367
514,0,0.7439127, -0.7505229,0.9312628510884784
515,0,2.8118532, -2.8926446,0.9984663209560907
516,0,2.699125, -2.6105046,0.998544472252218
517,0,4.1798635, -4.5877757,0.9942372471788197
518,0,3.4477825, -3.5430448,0.9967172501878792
519,0,1.9524322, -1.9084475,0.9897955445702523
520,0,3.1154885, -2.9131453,0.9982710729436428
521,0,3.2510555, -3.2100043,0.997958534887846
522,0,2.9779103, -2.4033155,0.99849818712905
523,0,2.2223492, -1.5115056,0.9896572768303941
524,0,1.6564606, -1.2676055,0.9834127404459505
525,0,2.0924137, -1.9989574,0.9904827131642437
526,0,2.5634294, -1.8391684,0.993720457638568
527,0,2.2270935, -1.9949836,0.9914874553203772
528,0,2.4149811, -1.983427,0.9935979923269797
529,0,2.1103985, -2.2470374,0.9926965118401744
530,0,2.7077212, -2.194928,0.9979680870196396
531,0,1.821124, -1.5711844,0.9891473548561643
532,0,2.2102873, -2.0372999,0.9916870994338306
533,1,-3.0239682, 3.350688,0.11480005612112891
534,1,-2.356353, 2.6748765,0.11529286146729985
535,1,0.9848289, -0.695696,0.9474454978778961
536,0,3.0823834, -3.1092663,0.9981825771894315
537,1,-1.7430861, 2.0378413,0.1742548852528127
538,0,3.979736, -3.4619906,0.9958405921220695
539,0,1.7179465, -1.6175267,0.9889893113851422
540,0,1.2384859, -1.3328679,0.9746460449879377
541,0,1.9039173, -1.7507701,0.9896318593138326
542,0,2.2722213, -1.3855885,0.9893960570688871
543,0,2.412538, -2.1532981,0.9956395236061157
544,0,-0.5274314, 1.1752783,0.3133589389090663
